ID,Age_class,site,First_captured,Year_birth,Cohort_birth,sex,cohort_sexual_maturity,AFR,Last_captured,lifespan,weaned_juv,age,nb_juv,season
A077,J,Site 1,02/06/2005,2005,Spring,F,Intermediate sexual maturity,15,29/09/2009,53.0,0,15,0,Pre-mast
A077,J,Site 1,02/06/2005,2005,Spring,F,Intermediate sexual maturity,15,29/09/2009,53.0,1,22,2,Post-mast
A077,J,Site 1,02/06/2005,2005,Spring,F,Intermediate sexual maturity,15,29/09/2009,53.0,1,37,3,Pre-mast
A077,J,Site 1,02/06/2005,2005,Spring,F,Intermediate sexual maturity,15,29/09/2009,53.0,1,44,1,Post-mast
A077,J,Site 1,02/06/2005,2005,Spring,F,Intermediate sexual maturity,15,29/09/2009,53.0,1,44,2,Pre-mast
A117,J,Site 1,03/06/2005,2005,Spring,F,Intermediate sexual maturity,15,18/09/2006,16.0,1,15,1,Pre-mast
A120,J,Site 1,28/06/2005,2005,Spring,F,Intermediate sexual maturity,15,27/06/2007,24.0,1,15,2,Pre-mast
A120,J,Site 1,28/06/2005,2005,Spring,F,Intermediate sexual maturity,15,27/06/2007,24.0,0,22,0,Post-mast
A125,A,Site 1,28/06/2005,2004,Summer,M,Early sexual maturity,7,06/10/2008,49.0,0,22,0,Pre-mast
A125,A,Site 1,28/06/2005,2004,Summer,M,Early sexual maturity,7,06/10/2008,49.0,0,30,0,Post-mast
A125,A,Site 1,28/06/2005,2004,Summer,M,Early sexual maturity,7,06/10/2008,49.0,1,45,6,Pre-mast
B005,J,Site 1,26/10/2006,2006,Summer,F,Late sexual maturity,22,11/10/2009,36.0,0,7,0,Post-mast
B005,J,Site 1,26/10/2006,2006,Summer,F,Late sexual maturity,22,11/10/2009,36.0,1,22,2,Pre-mast
B005,J,Site 1,26/10/2006,2006,Summer,F,Late sexual maturity,22,11/10/2009,36.0,1,30,1,Post-mast
B005,J,Site 1,26/10/2006,2006,Summer,F,Late sexual maturity,22,11/10/2009,36.0,1,33,1,Pre-mast
B006,J,Site 1,12/09/2006,2006,Summer,F,Early sexual maturity,7,02/10/2009,37.0,0,7,0,Post-mast
B006,J,Site 1,12/09/2006,2006,Summer,F,Early sexual maturity,7,02/10/2009,37.0,1,22,4,Pre-mast
B006,J,Site 1,12/09/2006,2006,Summer,F,Early sexual maturity,7,02/10/2009,37.0,1,30,4,Post-mast
B006,J,Site 1,12/09/2006,2006,Summer,F,Early sexual maturity,7,02/10/2009,37.0,1,33,2,Pre-mast
B013,J,Site 1,18/09/2006,2006,Summer,F,Early sexual maturity,7,02/06/2009,33.0,1,7,2,Post-mast
B013,J,Site 1,18/09/2006,2006,Summer,F,Early sexual maturity,7,02/06/2009,33.0,1,22,3,Pre-mast
B013,J,Site 1,18/09/2006,2006,Summer,F,Early sexual maturity,7,02/06/2009,33.0,0,30,0,Post-mast
B022,A,Site 1,27/10/2006,2005,Spring,M,Intermediate sexual maturity,15,05/06/2009,32.0,1,15,1,Pre-mast
B022,A,Site 1,27/10/2006,2005,Spring,M,Intermediate sexual maturity,15,05/06/2009,32.0,0,22,0,Post-mast
B022,A,Site 1,27/10/2006,2005,Spring,M,Intermediate sexual maturity,15,05/06/2009,32.0,0,37,0,Pre-mast
B022,A,Site 1,27/10/2006,2005,Spring,M,Intermediate sexual maturity,15,05/06/2009,32.0,0,44,0,Post-mast
B022,A,Site 1,27/10/2006,2005,Spring,M,Intermediate sexual maturity,15,05/06/2009,32.0,1,44,3,Pre-mast
B025,J,Site 1,18/09/2006,2006,Summer,F,Late sexual maturity,22,26/05/2009,33.0,0,7,0,Post-mast
B025,J,Site 1,18/09/2006,2006,Summer,F,Late sexual maturity,22,26/05/2009,33.0,1,22,3,Pre-mast
B025,J,Site 1,18/09/2006,2006,Summer,F,Late sexual maturity,22,26/05/2009,33.0,0,30,0,Post-mast
B036,J,Site 1,04/09/2006,2006,Summer,F,Early sexual maturity,7,08/09/2008,24.0,0,7,0,Post-mast
B036,J,Site 1,04/09/2006,2006,Summer,F,Early sexual maturity,7,08/09/2008,24.0,1,22,3,Pre-mast
B051,J,Site 1,05/09/2006,2006,Summer,M,Early sexual maturity,7,17/10/2006,,1,7,2,Post-mast
B057,J,Site 1,07/09/2006,2006,Summer,F,Late sexual maturity,22,20/09/2008,25.0,0,7,0,Post-mast
B057,J,Site 1,07/09/2006,2006,Summer,F,Late sexual maturity,22,20/09/2008,25.0,1,22,2,Pre-mast
B074,A,Site 1,14/06/2006,2005,Spring,F,Intermediate sexual maturity,15,16/06/2007,25.0,1,15,4,Pre-mast
B074,A,Site 1,14/06/2006,2005,Spring,F,Intermediate sexual maturity,15,16/06/2007,25.0,1,22,1,Post-mast
B080,A,Site 1,29/06/2006,2005,Spring,M,Intermediate sexual maturity,15,28/08/2008,40.0,1,15,1,Pre-mast
B080,A,Site 1,29/06/2006,2005,Spring,M,Intermediate sexual maturity,15,28/08/2008,40.0,0,22,0,Post-mast
B080,A,Site 1,29/06/2006,2005,Spring,M,Intermediate sexual maturity,15,28/08/2008,40.0,0,37,0,Pre-mast
B082,J,Site 1,17/10/2006,2006,Summer,F,Early sexual maturity,7,30/09/2008,24.0,0,7,0,Post-mast
B082,J,Site 1,17/10/2006,2006,Summer,F,Early sexual maturity,7,30/09/2008,24.0,1,22,5,Pre-mast
C002,A,Site 1,10/05/2007,2006,Summer,M,Early sexual maturity,7,08/10/2008,25.0,0,7,0,Post-mast
C002,A,Site 1,10/05/2007,2006,Summer,M,Early sexual maturity,7,08/10/2008,25.0,1,22,2,Pre-mast
C003,A,Site 1,11/05/2007,2006,Summer,F,Late sexual maturity,22,29/09/2008,24.0,0,7,0,Post-mast
C003,A,Site 1,11/05/2007,2006,Summer,F,Late sexual maturity,22,29/09/2008,24.0,1,22,1,Pre-mast
C006,A,Site 1,15/06/2007,2006,Summer,M,Early sexual maturity,7,29/06/2010,46.0,0,7,0,Post-mast
C006,A,Site 1,15/06/2007,2006,Summer,M,Early sexual maturity,7,29/06/2010,46.0,1,22,1,Pre-mast
C006,A,Site 1,15/06/2007,2006,Summer,M,Early sexual maturity,7,29/06/2010,46.0,0,30,0,Post-mast
C006,A,Site 1,15/06/2007,2006,Summer,M,Early sexual maturity,7,29/06/2010,46.0,1,33,1,Pre-mast
C016,J,Site 1,11/06/2007,2007,Spring,M,Intermediate sexual maturity,15,06/09/2010,39.0,0,15,0,Pre-mast
C016,J,Site 1,11/06/2007,2007,Spring,M,Intermediate sexual maturity,15,06/09/2010,39.0,1,22,1,Post-mast
C016,J,Site 1,11/06/2007,2007,Spring,M,Intermediate sexual maturity,15,06/09/2010,39.0,1,37,1,Pre-mast
C020,A,Site 1,22/05/2007,2006,Summer,M,Early sexual maturity,7,24/05/2010,44.0,0,7,0,Post-mast
C020,A,Site 1,22/05/2007,2006,Summer,M,Early sexual maturity,7,24/05/2010,44.0,1,22,1,Pre-mast
C020,A,Site 1,22/05/2007,2006,Summer,M,Early sexual maturity,7,24/05/2010,44.0,0,30,0,Post-mast
C020,A,Site 1,22/05/2007,2006,Summer,M,Early sexual maturity,7,24/05/2010,44.0,0,33,0,Pre-mast
C024,A,Site 1,14/07/2007,2006,Summer,F,Late sexual maturity,22,26/06/2010,46.0,0,7,0,Post-mast
C024,A,Site 1,14/07/2007,2006,Summer,F,Late sexual maturity,22,26/06/2010,46.0,1,22,6,Pre-mast
C024,A,Site 1,14/07/2007,2006,Summer,F,Late sexual maturity,22,26/06/2010,46.0,0,30,0,Post-mast
C024,A,Site 1,14/07/2007,2006,Summer,F,Late sexual maturity,22,26/06/2010,46.0,1,33,1,Pre-mast
C026,A,Site 1,09/05/2007,2006,Summer,M,Early sexual maturity,7,16/10/2009,37.0,0,7,0,Post-mast
C026,A,Site 1,09/05/2007,2006,Summer,M,Early sexual maturity,7,16/10/2009,37.0,1,22,2,Pre-mast
C026,A,Site 1,09/05/2007,2006,Summer,M,Early sexual maturity,7,16/10/2009,37.0,0,30,0,Post-mast
C026,A,Site 1,09/05/2007,2006,Summer,M,Early sexual maturity,7,16/10/2009,37.0,0,33,0,Pre-mast
C034,A,Site 1,21/05/2007,2006,Summer,M,Early sexual maturity,7,05/10/2008,25.0,0,7,0,Post-mast
C034,A,Site 1,21/05/2007,2006,Summer,M,Early sexual maturity,7,05/10/2008,25.0,1,22,3,Pre-mast
C034,A,Site 1,21/05/2007,2006,Summer,M,Early sexual maturity,7,05/10/2008,25.0,1,30,2,Post-mast
C039,J,Site 1,29/06/2007,2007,Spring,F,Intermediate sexual maturity,15,25/06/2010,36.0,1,15,1,Pre-mast
C039,J,Site 1,29/06/2007,2007,Spring,F,Intermediate sexual maturity,15,25/06/2010,36.0,0,22,0,Post-mast
