Block,ID,Family,DevT,AdultT,Overall_treatment,Sex,Adult_age,Daily_Eggs,Adult_lifespan,individual
C,CQ24,CQ,a,a,AA,f,7,7,15,C_CQ_CQ24
C,CQ24,CQ,a,a,AA,f,8,9,15,C_CQ_CQ24
C,CQ24,CQ,a,a,AA,f,9,5,15,C_CQ_CQ24
C,CQ24,CQ,a,a,AA,f,10,5,15,C_CQ_CQ24
C,CQ24,CQ,a,a,AA,f,11,3,15,C_CQ_CQ24
C,CQ24,CQ,a,a,AA,f,12,0,15,C_CQ_CQ24
C,CQ24,CQ,a,a,AA,f,13,3,15,C_CQ_CQ24
C,CQ24,CQ,a,a,AA,f,14,0,15,C_CQ_CQ24
C,CQ24,CQ,a,a,AA,f,15,0,15,C_CQ_CQ24
C,CT18,CT,a,a,AA,f,1,13,15,C_CT_CT18
C,CT18,CT,a,a,AA,f,2,14,15,C_CT_CT18
C,CT18,CT,a,a,AA,f,3,9,15,C_CT_CT18
C,CT18,CT,a,a,AA,f,4,9,15,C_CT_CT18
C,CT18,CT,a,a,AA,f,5,12,15,C_CT_CT18
C,CT18,CT,a,a,AA,f,6,3,15,C_CT_CT18
C,CT18,CT,a,a,AA,f,7,5,15,C_CT_CT18
C,CT18,CT,a,a,AA,f,8,8,15,C_CT_CT18
C,CT18,CT,a,a,AA,f,9,6,15,C_CT_CT18
C,CT18,CT,a,a,AA,f,10,5,15,C_CT_CT18
C,CT18,CT,a,a,AA,f,11,4,15,C_CT_CT18
C,CT18,CT,a,a,AA,f,12,1,15,C_CT_CT18
C,CT18,CT,a,a,AA,f,13,1,15,C_CT_CT18
C,CT18,CT,a,a,AA,f,14,0,15,C_CT_CT18
C,CT18,CT,a,a,AA,f,15,0,15,C_CT_CT18
C,CT24,CT,a,a,AA,f,1,10,15,C_CT_CT24
C,CT24,CT,a,a,AA,f,2,10,15,C_CT_CT24
C,CT24,CT,a,a,AA,f,3,12,15,C_CT_CT24
C,CT24,CT,a,a,AA,f,4,10,15,C_CT_CT24
C,CT24,CT,a,a,AA,f,5,11,15,C_CT_CT24
C,CT24,CT,a,a,AA,f,6,9,15,C_CT_CT24
C,CT24,CT,a,a,AA,f,7,8,15,C_CT_CT24
C,CT24,CT,a,a,AA,f,8,7,15,C_CT_CT24
C,CT24,CT,a,a,AA,f,9,4,15,C_CT_CT24
C,CT24,CT,a,a,AA,f,10,4,15,C_CT_CT24
C,CT24,CT,a,a,AA,f,11,1,15,C_CT_CT24
C,CT24,CT,a,a,AA,f,12,1,15,C_CT_CT24
C,CT24,CT,a,a,AA,f,13,0,15,C_CT_CT24
C,CT24,CT,a,a,AA,f,14,0,15,C_CT_CT24
C,CT24,CT,a,a,AA,f,15,0,15,C_CT_CT24
C,CU15,CU,a,a,AA,f,1,20,15,C_CU_CU15
C,CU15,CU,a,a,AA,f,2,17,15,C_CU_CU15
C,CU15,CU,a,a,AA,f,3,14,15,C_CU_CU15
C,CU15,CU,a,a,AA,f,4,7,15,C_CU_CU15
C,CU15,CU,a,a,AA,f,5,17,15,C_CU_CU15
C,CU15,CU,a,a,AA,f,6,13,15,C_CU_CU15
C,CU15,CU,a,a,AA,f,7,10,15,C_CU_CU15
C,CU15,CU,a,a,AA,f,8,3,15,C_CU_CU15
C,CU15,CU,a,a,AA,f,9,4,15,C_CU_CU15
C,CU15,CU,a,a,AA,f,10,4,15,C_CU_CU15
C,CU15,CU,a,a,AA,f,11,1,15,C_CU_CU15
C,CU15,CU,a,a,AA,f,12,1,15,C_CU_CU15
C,CU15,CU,a,a,AA,f,13,0,15,C_CU_CU15
C,CU15,CU,a,a,AA,f,14,0,15,C_CU_CU15
C,CU15,CU,a,a,AA,f,15,0,15,C_CU_CU15
C,CU18,CU,a,a,AA,f,1,11,15,C_CU_CU18
C,CU18,CU,a,a,AA,f,2,13,15,C_CU_CU18
C,CU18,CU,a,a,AA,f,3,12,15,C_CU_CU18
C,CU18,CU,a,a,AA,f,4,12,15,C_CU_CU18
C,CU18,CU,a,a,AA,f,5,11,15,C_CU_CU18
C,CU18,CU,a,a,AA,f,6,8,15,C_CU_CU18
C,CU18,CU,a,a,AA,f,7,7,15,C_CU_CU18
C,CU18,CU,a,a,AA,f,8,6,15,C_CU_CU18
C,CU18,CU,a,a,AA,f,9,4,15,C_CU_CU18
C,CU18,CU,a,a,AA,f,10,5,15,C_CU_CU18
C,CU18,CU,a,a,AA,f,11,1,15,C_CU_CU18
C,CU18,CU,a,a,AA,f,12,0,15,C_CU_CU18
C,CU18,CU,a,a,AA,f,13,0,15,C_CU_CU18
C,CU18,CU,a,a,AA,f,14,0,15,C_CU_CU18
C,CU18,CU,a,a,AA,f,15,0,15,C_CU_CU18
B,B©3,Bbox,a,a,AA,f,1,14,16,B_Bbox_B©3
B,B©3,Bbox,a,a,AA,f,2,10,16,B_Bbox_B©3
B,B©3,Bbox,a,a,AA,f,3,11,16,B_Bbox_B©3
B,B©3,Bbox,a,a,AA,f,4,14,16,B_Bbox_B©3
B,B©3,Bbox,a,a,AA,f,5,14,16,B_Bbox_B©3
B,B©3,Bbox,a,a,AA,f,6,6,16,B_Bbox_B©3
B,B©3,Bbox,a,a,AA,f,7,5,16,B_Bbox_B©3
B,B©3,Bbox,a,a,AA,f,8,3,16,B_Bbox_B©3
B,B©3,Bbox,a,a,AA,f,9,4,16,B_Bbox_B©3
B,B©3,Bbox,a,a,AA,f,10,5,16,B_Bbox_B©3
B,B©3,Bbox,a,a,AA,f,11,0,16,B_Bbox_B©3
B,B©3,Bbox,a,a,AA,f,12,1,16,B_Bbox_B©3
B,B©3,Bbox,a,a,AA,f,13,1,16,B_Bbox_B©3
B,B©3,Bbox,a,a,AA,f,14,1,16,B_Bbox_B©3
B,B©3,Bbox,a,a,AA,f,15,1,16,B_Bbox_B©3
B,B©3,Bbox,a,a,AA,f,16,0,16,B_Bbox_B©3
B,BK21,BK,a,a,AA,f,1,7,16,B_BK_BK21
B,BK21,BK,a,a,AA,f,2,11,16,B_BK_BK21
B,BK21,BK,a,a,AA,f,3,7,16,B_BK_BK21
B,BK21,BK,a,a,AA,f,4,11,16,B_BK_BK21
B,BK21,BK,a,a,AA,f,5,11,16,B_BK_BK21
B,BK21,BK,a,a,AA,f,6,9,16,B_BK_BK21
B,BK21,BK,a,a,AA,f,7,7,16,B_BK_BK21
B,BK21,BK,a,a,AA,f,8,2,16,B_BK_BK21
B,BK21,BK,a,a,AA,f,9,5,16,B_BK_BK21
B,BK21,BK,a,a,AA,f,10,4,16,B_BK_BK21
B,BK21,BK,a,a,AA,f,11,4,16,B_BK_BK21
B,BK21,BK,a,a,AA,f,12,2,16,B_BK_BK21
B,BK21,BK,a,a,AA,f,13,0,16,B_BK_BK21
B,BK21,BK,a,a,AA,f,14,3,16,B_BK_BK21
B,BK21,BK,a,a,AA,f,15,0,16,B_BK_BK21
B,BK21,BK,a,a,AA,f,16,0,16,B_BK_BK21
B,BM7,BM,h,a,HA,f,1,14,16,B_BM_BM7
B,BM7,BM,h,a,HA,f,2,12,16,B_BM_BM7
B,BM7,BM,h,a,HA,f,3,3,16,B_BM_BM7
B,BM7,BM,h,a,HA,f,4,0,16,B_BM_BM7
B,BM7,BM,h,a,HA,f,5,0,16,B_BM_BM7
B,BM7,BM,h,a,HA,f,6,0,16,B_BM_BM7
B,BM7,BM,h,a,HA,f,7,1,16,B_BM_BM7
B,BM7,BM,h,a,HA,f,8,1,16,B_BM_BM7
B,BM7,BM,h,a,HA,f,9,1,16,B_BM_BM7
B,BM7,BM,h,a,HA,f,10,1,16,B_BM_BM7
B,BM7,BM,h,a,HA,f,11,5,16,B_BM_BM7
B,BM7,BM,h,a,HA,f,12,3,16,B_BM_BM7
B,BM7,BM,h,a,HA,f,13,2,16,B_BM_BM7
B,BM7,BM,h,a,HA,f,14,0,16,B_BM_BM7
B,BM7,BM,h,a,HA,f,15,0,16,B_BM_BM7
B,BM7,BM,h,a,HA,f,16,0,16,B_BM_BM7
B,BO27,BO,a,a,AA,f,1,0,16,B_BO_BO27
B,BO27,BO,a,a,AA,f,2,0,16,B_BO_BO27
B,BO27,BO,a,a,AA,f,3,0,16,B_BO_BO27
B,BO27,BO,a,a,AA,f,4,0,16,B_BO_BO27
B,BO27,BO,a,a,AA,f,5,0,16,B_BO_BO27
B,BO27,BO,a,a,AA,f,6,0,16,B_BO_BO27
B,BO27,BO,a,a,AA,f,7,1,16,B_BO_BO27
B,BO27,BO,a,a,AA,f,8,21,16,B_BO_BO27
B,BO27,BO,a,a,AA,f,9,19,16,B_BO_BO27
B,BO27,BO,a,a,AA,f,10,9,16,B_BO_BO27
B,BO27,BO,a,a,AA,f,11,5,16,B_BO_BO27
B,BO27,BO,a,a,AA,f,12,4,16,B_BO_BO27
B,BO27,BO,a,a,AA,f,13,0,16,B_BO_BO27
B,BO27,BO,a,a,AA,f,14,0,16,B_BO_BO27
B,BO27,BO,a,a,AA,f,15,1,16,B_BO_BO27
B,BO27,BO,a,a,AA,f,16,0,16,B_BO_BO27
B,BS6,BS,a,a,AA,f,1,6,16,B_BS_BS6
B,BS6,BS,a,a,AA,f,2,10,16,B_BS_BS6
B,BS6,BS,a,a,AA,f,3,12,16,B_BS_BS6
B,BS6,BS,a,a,AA,f,4,12,16,B_BS_BS6
B,BS6,BS,a,a,AA,f,5,7,16,B_BS_BS6
B,BS6,BS,a,a,AA,f,6,11,16,B_BS_BS6
B,BS6,BS,a,a,AA,f,7,6,16,B_BS_BS6
B,BS6,BS,a,a,AA,f,8,5,16,B_BS_BS6
B,BS6,BS,a,a,AA,f,9,8,16,B_BS_BS6
B,BS6,BS,a,a,AA,f,10,2,16,B_BS_BS6
B,BS6,BS,a,a,AA,f,11,1,16,B_BS_BS6
B,BS6,BS,a,a,AA,f,12,0,16,B_BS_BS6
B,BS6,BS,a,a,AA,f,13,0,16,B_BS_BS6
B,BS6,BS,a,a,AA,f,14,0,16,B_BS_BS6
B,BS6,BS,a,a,AA,f,15,0,16,B_BS_BS6
B,BS6,BS,a,a,AA,f,16,0,16,B_BS_BS6
B,BS9,BS,a,a,AA,f,1,10,16,B_BS_BS9
B,BS9,BS,a,a,AA,f,2,12,16,B_BS_BS9
B,BS9,BS,a,a,AA,f,3,0,16,B_BS_BS9
B,BS9,BS,a,a,AA,f,4,0,16,B_BS_BS9
B,BS9,BS,a,a,AA,f,5,0,16,B_BS_BS9
B,BS9,BS,a,a,AA,f,6,18,16,B_BS_BS9
B,BS9,BS,a,a,AA,f,7,8,16,B_BS_BS9
B,BS9,BS,a,a,AA,f,8,9,16,B_BS_BS9
B,BS9,BS,a,a,AA,f,9,5,16,B_BS_BS9
B,BS9,BS,a,a,AA,f,10,3,16,B_BS_BS9
B,BS9,BS,a,a,AA,f,11,0,16,B_BS_BS9
B,BS9,BS,a,a,AA,f,12,1,16,B_BS_BS9
B,BS9,BS,a,a,AA,f,13,2,16,B_BS_BS9
B,BS9,BS,a,a,AA,f,14,0,16,B_BS_BS9
B,BS9,BS,a,a,AA,f,15,0,16,B_BS_BS9
B,BS9,BS,a,a,AA,f,16,0,16,B_BS_BS9
B,BU15,BU,a,a,AA,f,1,1,16,B_BU_BU15
B,BU15,BU,a,a,AA,f,2,9,16,B_BU_BU15
B,BU15,BU,a,a,AA,f,3,11,16,B_BU_BU15
B,BU15,BU,a,a,AA,f,4,11,16,B_BU_BU15
B,BU15,BU,a,a,AA,f,5,8,16,B_BU_BU15
B,BU15,BU,a,a,AA,f,6,3,16,B_BU_BU15
B,BU15,BU,a,a,AA,f,7,10,16,B_BU_BU15
B,BU15,BU,a,a,AA,f,8,1,16,B_BU_BU15
B,BU15,BU,a,a,AA,f,9,3,16,B_BU_BU15
B,BU15,BU,a,a,AA,f,10,2,16,B_BU_BU15
B,BU15,BU,a,a,AA,f,11,2,16,B_BU_BU15
B,BU15,BU,a,a,AA,f,12,0,16,B_BU_BU15
B,BU15,BU,a,a,AA,f,13,0,16,B_BU_BU15
B,BU15,BU,a,a,AA,f,14,0,16,B_BU_BU15
B,BU15,BU,a,a,AA,f,15,1,16,B_BU_BU15
B,BU15,BU,a,a,AA,f,16,0,16,B_BU_BU15
B,BU9,BU,a,a,AA,f,1,4,16,B_BU_BU9
B,BU9,BU,a,a,AA,f,2,11,16,B_BU_BU9
B,BU9,BU,a,a,AA,f,3,11,16,B_BU_BU9
B,BU9,BU,a,a,AA,f,4,11,16,B_BU_BU9
B,BU9,BU,a,a,AA,f,5,9,16,B_BU_BU9
B,BU9,BU,a,a,AA,f,6,11,16,B_BU_BU9
B,BU9,BU,a,a,AA,f,7,9,16,B_BU_BU9
B,BU9,BU,a,a,AA,f,8,5,16,B_BU_BU9
B,BU9,BU,a,a,AA,f,9,3,16,B_BU_BU9
B,BU9,BU,a,a,AA,f,10,1,16,B_BU_BU9
B,BU9,BU,a,a,AA,f,11,3,16,B_BU_BU9
B,BU9,BU,a,a,AA,f,12,2,16,B_BU_BU9
B,BU9,BU,a,a,AA,f,13,0,16,B_BU_BU9
B,BU9,BU,a,a,AA,f,14,0,16,B_BU_BU9
B,BU9,BU,a,a,AA,f,15,0,16,B_BU_BU9
B,BU9,BU,a,a,AA,f,16,0,16,B_BU_BU9
B,BV15,BV,a,a,AA,f,1,10,16,B_BV_BV15
B,BV15,BV,a,a,AA,f,2,10,16,B_BV_BV15
B,BV15,BV,a,a,AA,f,3,15,16,B_BV_BV15
B,BV15,BV,a,a,AA,f,4,12,16,B_BV_BV15
B,BV15,BV,a,a,AA,f,5,9,16,B_BV_BV15
B,BV15,BV,a,a,AA,f,6,8,16,B_BV_BV15
B,BV15,BV,a,a,AA,f,7,7,16,B_BV_BV15
B,BV15,BV,a,a,AA,f,8,1,16,B_BV_BV15
B,BV15,BV,a,a,AA,f,9,5,16,B_BV_BV15
B,BV15,BV,a,a,AA,f,10,3,16,B_BV_BV15
B,BV15,BV,a,a,AA,f,11,0,16,B_BV_BV15
B,BV15,BV,a,a,AA,f,12,1,16,B_BV_BV15
B,BV15,BV,a,a,AA,f,13,0,16,B_BV_BV15
B,BV15,BV,a,a,AA,f,14,0,16,B_BV_BV15
B,BV15,BV,a,a,AA,f,15,0,16,B_BV_BV15
B,BW28,BW,h,a,HA,f,1,12,16,B_BW_BW28
B,BW28,BW,h,a,HA,f,2,0,16,B_BW_BW28
B,BW28,BW,h,a,HA,f,3,0,16,B_BW_BW28
B,BW28,BW,h,a,HA,f,4,0,16,B_BW_BW28
B,BW28,BW,h,a,HA,f,5,0,16,B_BW_BW28
B,BW28,BW,h,a,HA,f,6,2,16,B_BW_BW28
B,BW28,BW,h,a,HA,f,7,2,16,B_BW_BW28
B,BW28,BW,h,a,HA,f,8,2,16,B_BW_BW28
B,BW28,BW,h,a,HA,f,9,2,16,B_BW_BW28
B,BW28,BW,h,a,HA,f,10,1,16,B_BW_BW28
B,BW28,BW,h,a,HA,f,11,0,16,B_BW_BW28
B,BW28,BW,h,a,HA,f,12,2,16,B_BW_BW28
B,BW28,BW,h,a,HA,f,13,0,16,B_BW_BW28
B,BW28,BW,h,a,HA,f,14,0,16,B_BW_BW28
B,BW28,BW,h,a,HA,f,15,0,16,B_BW_BW28
B,BW28,BW,h,a,HA,f,16,0,16,B_BW_BW28
B,BX5,BX,h,a,HA,f,1,12,16,B_BX_BX5
B,BX5,BX,h,a,HA,f,2,1,16,B_BX_BX5
B,BX5,BX,h,a,HA,f,3,1,16,B_BX_BX5
B,BX5,BX,h,a,HA,f,4,25,16,B_BX_BX5
B,BX5,BX,h,a,HA,f,5,6,16,B_BX_BX5
B,BX5,BX,h,a,HA,f,6,7,16,B_BX_BX5
B,BX5,BX,h,a,HA,f,7,1,16,B_BX_BX5
B,BX5,BX,h,a,HA,f,8,1,16,B_BX_BX5
B,BX5,BX,h,a,HA,f,9,1,16,B_BX_BX5
B,BX5,BX,h,a,HA,f,10,0,16,B_BX_BX5
B,BX5,BX,h,a,HA,f,11,0,16,B_BX_BX5
B,BX5,BX,h,a,HA,f,12,0,16,B_BX_BX5
B,BX5,BX,h,a,HA,f,13,0,16,B_BX_BX5
B,BX5,BX,h,a,HA,f,14,0,16,B_BX_BX5
B,BX5,BX,h,a,HA,f,15,0,16,B_BX_BX5
B,BX5,BX,h,a,HA,f,16,0,16,B_BX_BX5
C,C?15,Cpi,a,a,AA,f,1,30,16,C_Cpi_C?15
C,C?15,Cpi,a,a,AA,f,2,14,16,C_Cpi_C?15
C,C?15,Cpi,a,a,AA,f,3,13,16,C_Cpi_C?15
C,C?15,Cpi,a,a,AA,f,4,9,16,C_Cpi_C?15
C,C?15,Cpi,a,a,AA,f,5,9,16,C_Cpi_C?15
C,C?15,Cpi,a,a,AA,f,6,8,16,C_Cpi_C?15
C,C?15,Cpi,a,a,AA,f,7,6,16,C_Cpi_C?15
C,C?15,Cpi,a,a,AA,f,8,3,16,C_Cpi_C?15
C,C?15,Cpi,a,a,AA,f,9,6,16,C_Cpi_C?15
C,C?15,Cpi,a,a,AA,f,10,4,16,C_Cpi_C?15
C,C?15,Cpi,a,a,AA,f,11,1,16,C_Cpi_C?15
C,C?15,Cpi,a,a,AA,f,12,0,16,C_Cpi_C?15
C,C?15,Cpi,a,a,AA,f,13,0,16,C_Cpi_C?15
C,C?15,Cpi,a,a,AA,f,14,0,16,C_Cpi_C?15
C,C?15,Cpi,a,a,AA,f,15,0,16,C_Cpi_C?15
C,CD18,CD,a,a,AA,f,1,22,16,C_CD_CD18
C,CD18,CD,a,a,AA,f,2,15,16,C_CD_CD18
C,CD18,CD,a,a,AA,f,3,11,16,C_CD_CD18
C,CD18,CD,a,a,AA,f,4,12,16,C_CD_CD18
C,CD18,CD,a,a,AA,f,5,5,16,C_CD_CD18
C,CD18,CD,a,a,AA,f,6,7,16,C_CD_CD18
C,CD18,CD,a,a,AA,f,7,3,16,C_CD_CD18
C,CD18,CD,a,a,AA,f,8,4,16,C_CD_CD18
C,CD18,CD,a,a,AA,f,9,1,16,C_CD_CD18
C,CD18,CD,a,a,AA,f,10,2,16,C_CD_CD18
C,CD18,CD,a,a,AA,f,11,0,16,C_CD_CD18
C,CD18,CD,a,a,AA,f,12,2,16,C_CD_CD18
C,CD18,CD,a,a,AA,f,13,0,16,C_CD_CD18
C,CD18,CD,a,a,AA,f,14,0,16,C_CD_CD18
C,CD18,CD,a,a,AA,f,15,0,16,C_CD_CD18
C,CD6,CD,a,a,AA,f,1,34,16,C_CD_CD6
C,CD6,CD,a,a,AA,f,2,15,16,C_CD_CD6
C,CD6,CD,a,a,AA,f,3,13,16,C_CD_CD6
C,CD6,CD,a,a,AA,f,4,13,16,C_CD_CD6
C,CD6,CD,a,a,AA,f,5,9,16,C_CD_CD6
C,CD6,CD,a,a,AA,f,6,10,16,C_CD_CD6
C,CD6,CD,a,a,AA,f,7,5,16,C_CD_CD6
C,CD6,CD,a,a,AA,f,8,6,16,C_CD_CD6
C,CD6,CD,a,a,AA,f,9,2,16,C_CD_CD6
C,CD6,CD,a,a,AA,f,10,3,16,C_CD_CD6
C,CD6,CD,a,a,AA,f,11,1,16,C_CD_CD6
C,CD6,CD,a,a,AA,f,12,1,16,C_CD_CD6
C,CD6,CD,a,a,AA,f,13,1,16,C_CD_CD6
C,CD6,CD,a,a,AA,f,14,0,16,C_CD_CD6
C,CD6,CD,a,a,AA,f,15,0,16,C_CD_CD6
C,CH25,CH,h,a,HA,f,1,0,16,C_CH_CH25
C,CH25,CH,h,a,HA,f,2,0,16,C_CH_CH25
C,CH25,CH,h,a,HA,f,3,0,16,C_CH_CH25
C,CH25,CH,h,a,HA,f,4,0,16,C_CH_CH25
C,CH25,CH,h,a,HA,f,5,0,16,C_CH_CH25
C,CH25,CH,h,a,HA,f,6,0,16,C_CH_CH25
C,CH25,CH,h,a,HA,f,7,0,16,C_CH_CH25
C,CH25,CH,h,a,HA,f,8,0,16,C_CH_CH25
C,CH25,CH,h,a,HA,f,9,0,16,C_CH_CH25
C,CH25,CH,h,a,HA,f,10,0,16,C_CH_CH25
C,CH25,CH,h,a,HA,f,11,0,16,C_CH_CH25
C,CH25,CH,h,a,HA,f,12,0,16,C_CH_CH25
C,CH25,CH,h,a,HA,f,13,0,16,C_CH_CH25
C,CH25,CH,h,a,HA,f,14,0,16,C_CH_CH25
C,CH25,CH,h,a,HA,f,15,0,16,C_CH_CH25
C,CH25,CH,h,a,HA,f,16,0,16,C_CH_CH25
C,CP11,CP,h,a,HA,f,1,11,16,C_CP_CP11
C,CP11,CP,h,a,HA,f,2,0,16,C_CP_CP11
C,CP11,CP,h,a,HA,f,3,0,16,C_CP_CP11
C,CP11,CP,h,a,HA,f,4,0,16,C_CP_CP11
C,CP11,CP,h,a,HA,f,5,0,16,C_CP_CP11
C,CP11,CP,h,a,HA,f,6,0,16,C_CP_CP11
C,CP11,CP,h,a,HA,f,7,1,16,C_CP_CP11
C,CP11,CP,h,a,HA,f,8,0,16,C_CP_CP11
C,CP11,CP,h,a,HA,f,9,0,16,C_CP_CP11
C,CP11,CP,h,a,HA,f,10,4,16,C_CP_CP11
C,CP11,CP,h,a,HA,f,11,1,16,C_CP_CP11
C,CP11,CP,h,a,HA,f,12,4,16,C_CP_CP11
C,CP11,CP,h,a,HA,f,13,0,16,C_CP_CP11
C,CP11,CP,h,a,HA,f,14,0,16,C_CP_CP11
C,CP11,CP,h,a,HA,f,15,4,16,C_CP_CP11
C,CP11,CP,h,a,HA,f,16,0,16,C_CP_CP11
C,CQ27,CQ,a,a,AA,f,1,15,16,C_CQ_CQ27
C,CQ27,CQ,a,a,AA,f,2,8,16,C_CQ_CQ27
C,CQ27,CQ,a,a,AA,f,3,0,16,C_CQ_CQ27
C,CQ27,CQ,a,a,AA,f,4,10,16,C_CQ_CQ27
C,CQ27,CQ,a,a,AA,f,5,0,16,C_CQ_CQ27
C,CQ27,CQ,a,a,AA,f,6,0,16,C_CQ_CQ27
C,CQ27,CQ,a,a,AA,f,7,0,16,C_CQ_CQ27
C,CQ27,CQ,a,a,AA,f,8,5,16,C_CQ_CQ27
C,CQ27,CQ,a,a,AA,f,9,2,16,C_CQ_CQ27
C,CQ27,CQ,a,a,AA,f,10,0,16,C_CQ_CQ27
C,CQ27,CQ,a,a,AA,f,11,6,16,C_CQ_CQ27
C,CQ27,CQ,a,a,AA,f,12,4,16,C_CQ_CQ27
C,CQ27,CQ,a,a,AA,f,13,6,16,C_CQ_CQ27
C,CQ27,CQ,a,a,AA,f,14,0,16,C_CQ_CQ27
C,CQ27,CQ,a,a,AA,f,15,7,16,C_CQ_CQ27
C,CQ27,CQ,a,a,AA,f,16,3,16,C_CQ_CQ27
C,CS27,CS,a,a,AA,f,1,5,16,C_CS_CS27
C,CS27,CS,a,a,AA,f,2,0,16,C_CS_CS27
C,CS27,CS,a,a,AA,f,3,0,16,C_CS_CS27
C,CS27,CS,a,a,AA,f,4,1,16,C_CS_CS27
C,CS27,CS,a,a,AA,f,5,0,16,C_CS_CS27
C,CS27,CS,a,a,AA,f,6,0,16,C_CS_CS27
C,CS27,CS,a,a,AA,f,7,0,16,C_CS_CS27
C,CS27,CS,a,a,AA,f,8,20,16,C_CS_CS27
C,CS27,CS,a,a,AA,f,9,3,16,C_CS_CS27
C,CS27,CS,a,a,AA,f,10,0,16,C_CS_CS27
C,CS27,CS,a,a,AA,f,11,0,16,C_CS_CS27
C,CS27,CS,a,a,AA,f,12,7,16,C_CS_CS27
C,CS27,CS,a,a,AA,f,13,4,16,C_CS_CS27
C,CS27,CS,a,a,AA,f,14,3,16,C_CS_CS27
C,CS27,CS,a,a,AA,f,15,0,16,C_CS_CS27
C,CT12,CT,a,a,AA,f,1,11,16,C_CT_CT12
C,CT12,CT,a,a,AA,f,2,12,16,C_CT_CT12
C,CT12,CT,a,a,AA,f,3,14,16,C_CT_CT12
C,CT12,CT,a,a,AA,f,4,1,16,C_CT_CT12
C,CT12,CT,a,a,AA,f,5,0,16,C_CT_CT12
C,CT12,CT,a,a,AA,f,6,1,16,C_CT_CT12
C,CT12,CT,a,a,AA,f,7,14,16,C_CT_CT12
C,CT12,CT,a,a,AA,f,8,16,16,C_CT_CT12
C,CT12,CT,a,a,AA,f,9,5,16,C_CT_CT12
C,CT12,CT,a,a,AA,f,10,4,16,C_CT_CT12
C,CT12,CT,a,a,AA,f,11,2,16,C_CT_CT12
C,CT12,CT,a,a,AA,f,12,2,16,C_CT_CT12
C,CT12,CT,a,a,AA,f,13,1,16,C_CT_CT12
C,CT12,CT,a,a,AA,f,14,1,16,C_CT_CT12
C,CT12,CT,a,a,AA,f,15,1,16,C_CT_CT12
C,CT12,CT,a,a,AA,f,16,0,16,C_CT_CT12
C,CU10,CU,h,a,HA,f,1,14,16,C_CU_CU10
C,CU10,CU,h,a,HA,f,2,10,16,C_CU_CU10
C,CU10,CU,h,a,HA,f,3,5,16,C_CU_CU10
C,CU10,CU,h,a,HA,f,4,3,16,C_CU_CU10
C,CU10,CU,h,a,HA,f,5,3,16,C_CU_CU10
C,CU10,CU,h,a,HA,f,6,1,16,C_CU_CU10
C,CU10,CU,h,a,HA,f,7,1,16,C_CU_CU10
C,CU10,CU,h,a,HA,f,8,1,16,C_CU_CU10
C,CU10,CU,h,a,HA,f,9,0,16,C_CU_CU10
C,CU10,CU,h,a,HA,f,10,0,16,C_CU_CU10
C,CU10,CU,h,a,HA,f,11,0,16,C_CU_CU10
C,CU10,CU,h,a,HA,f,12,0,16,C_CU_CU10
C,CU10,CU,h,a,HA,f,13,0,16,C_CU_CU10
C,CU10,CU,h,a,HA,f,14,0,16,C_CU_CU10
C,CU10,CU,h,a,HA,f,15,0,16,C_CU_CU10
C,CU10,CU,h,a,HA,f,16,0,16,C_CU_CU10
C,CW5,CW,h,a,HA,f,1,0,16,C_CW_CW5
C,CW5,CW,h,a,HA,f,2,0,16,C_CW_CW5
C,CW5,CW,h,a,HA,f,3,0,16,C_CW_CW5
C,CW5,CW,h,a,HA,f,4,0,16,C_CW_CW5
C,CW5,CW,h,a,HA,f,5,0,16,C_CW_CW5
C,CW5,CW,h,a,HA,f,6,0,16,C_CW_CW5
C,CW5,CW,h,a,HA,f,7,0,16,C_CW_CW5
C,CW5,CW,h,a,HA,f,8,0,16,C_CW_CW5
C,CW5,CW,h,a,HA,f,9,0,16,C_CW_CW5
C,CW5,CW,h,a,HA,f,10,0,16,C_CW_CW5
C,CW5,CW,h,a,HA,f,11,0,16,C_CW_CW5
C,CW5,CW,h,a,HA,f,12,0,16,C_CW_CW5
C,CW5,CW,h,a,HA,f,13,0,16,C_CW_CW5
C,CW5,CW,h,a,HA,f,14,0,16,C_CW_CW5
C,CW5,CW,h,a,HA,f,15,0,16,C_CW_CW5
C,CW5,CW,h,a,HA,f,16,0,16,C_CW_CW5
C,CY17,CY,h,a,HA,f,1,20,16,C_CY_CY17
C,CY17,CY,h,a,HA,f,2,12,16,C_CY_CY17
C,CY17,CY,h,a,HA,f,3,15,16,C_CY_CY17
C,CY17,CY,h,a,HA,f,4,11,16,C_CY_CY17
C,CY17,CY,h,a,HA,f,5,11,16,C_CY_CY17
C,CY17,CY,h,a,HA,f,6,8,16,C_CY_CY17
C,CY17,CY,h,a,HA,f,7,12,16,C_CY_CY17
C,CY17,CY,h,a,HA,f,8,5,16,C_CY_CY17
C,CY17,CY,h,a,HA,f,9,6,16,C_CY_CY17
C,CY17,CY,h,a,HA,f,10,4,16,C_CY_CY17
C,CY17,CY,h,a,HA,f,11,2,16,C_CY_CY17
C,CY17,CY,h,a,HA,f,12,1,16,C_CY_CY17
C,CY17,CY,h,a,HA,f,13,0,16,C_CY_CY17
C,CY17,CY,h,a,HA,f,14,0,16,C_CY_CY17
C,CY17,CY,h,a,HA,f,15,0,16,C_CY_CY17
