Block,ID,Family,DevT,AdultT,Overall_treatment,Sex,Adult_age,Daily_Eggs,Adult_lifespan,individual
B,BD2,BD,h,a,HA,f,8,0,9,B_BD_BD2
B,BD2,BD,h,a,HA,f,9,0,9,B_BD_BD2
B,BH19,BH,h,a,HA,f,1,25,9,B_BH_BH19
B,BH19,BH,h,a,HA,f,2,16,9,B_BH_BH19
B,BH19,BH,h,a,HA,f,3,12,9,B_BH_BH19
B,BH19,BH,h,a,HA,f,4,11,9,B_BH_BH19
B,BH19,BH,h,a,HA,f,5,4,9,B_BH_BH19
B,BH19,BH,h,a,HA,f,6,1,9,B_BH_BH19
B,BH19,BH,h,a,HA,f,7,1,9,B_BH_BH19
B,BH19,BH,h,a,HA,f,8,0,9,B_BH_BH19
B,BH19,BH,h,a,HA,f,9,0,9,B_BH_BH19
B,BK6,BK,a,h,AH,f,1,22,9,B_BK_BK6
B,BK6,BK,a,h,AH,f,2,7,9,B_BK_BK6
B,BK6,BK,a,h,AH,f,3,1,9,B_BK_BK6
B,BK6,BK,a,h,AH,f,4,1,9,B_BK_BK6
B,BK6,BK,a,h,AH,f,5,25,9,B_BK_BK6
B,BK6,BK,a,h,AH,f,6,4,9,B_BK_BK6
B,BK6,BK,a,h,AH,f,7,6,9,B_BK_BK6
B,BK6,BK,a,h,AH,f,8,2,9,B_BK_BK6
B,BK6,BK,a,h,AH,f,9,0,9,B_BK_BK6
B,BN2,BN,h,a,HA,f,1,20,9,B_BN_BN2
B,BN2,BN,h,a,HA,f,2,12,9,B_BN_BN2
B,BN2,BN,h,a,HA,f,3,11,9,B_BN_BN2
B,BN2,BN,h,a,HA,f,4,6,9,B_BN_BN2
B,BN2,BN,h,a,HA,f,5,5,9,B_BN_BN2
B,BN2,BN,h,a,HA,f,6,1,9,B_BN_BN2
B,BN2,BN,h,a,HA,f,7,0,9,B_BN_BN2
B,BN2,BN,h,a,HA,f,8,1,9,B_BN_BN2
B,BN2,BN,h,a,HA,f,9,0,9,B_BN_BN2
B,BP23,BP,h,a,HA,f,1,26,9,B_BP_BP23
B,BP23,BP,h,a,HA,f,2,12,9,B_BP_BP23
B,BP23,BP,h,a,HA,f,3,11,9,B_BP_BP23
B,BP23,BP,h,a,HA,f,4,12,9,B_BP_BP23
B,BP23,BP,h,a,HA,f,5,0,9,B_BP_BP23
B,BP23,BP,h,a,HA,f,6,2,9,B_BP_BP23
B,BP23,BP,h,a,HA,f,7,2,9,B_BP_BP23
B,BP23,BP,h,a,HA,f,8,9,9,B_BP_BP23
B,BP23,BP,h,a,HA,f,9,1,9,B_BP_BP23
B,BP25,BP,h,a,HA,f,1,23,9,B_BP_BP25
B,BP25,BP,h,a,HA,f,2,17,9,B_BP_BP25
B,BP25,BP,h,a,HA,f,3,8,9,B_BP_BP25
B,BP25,BP,h,a,HA,f,4,12,9,B_BP_BP25
B,BP25,BP,h,a,HA,f,5,8,9,B_BP_BP25
B,BP25,BP,h,a,HA,f,6,1,9,B_BP_BP25
B,BP25,BP,h,a,HA,f,7,4,9,B_BP_BP25
B,BP25,BP,h,a,HA,f,8,0,9,B_BP_BP25
B,BP25,BP,h,a,HA,f,9,0,9,B_BP_BP25
B,BQ16,BQ,h,h,HH,f,1,20,9,B_BQ_BQ16
B,BQ16,BQ,h,h,HH,f,2,12,9,B_BQ_BQ16
B,BQ16,BQ,h,h,HH,f,3,12,9,B_BQ_BQ16
B,BQ16,BQ,h,h,HH,f,4,11,9,B_BQ_BQ16
B,BQ16,BQ,h,h,HH,f,5,10,9,B_BQ_BQ16
B,BQ16,BQ,h,h,HH,f,6,2,9,B_BQ_BQ16
B,BQ16,BQ,h,h,HH,f,7,1,9,B_BQ_BQ16
B,BQ16,BQ,h,h,HH,f,8,0,9,B_BQ_BQ16
B,BQ16,BQ,h,h,HH,f,9,0,9,B_BQ_BQ16
B,BT7,BT,h,a,HA,f,1,17,9,B_BT_BT7
B,BT7,BT,h,a,HA,f,2,8,9,B_BT_BT7
B,BT7,BT,h,a,HA,f,3,11,9,B_BT_BT7
B,BT7,BT,h,a,HA,f,4,5,9,B_BT_BT7
B,BT7,BT,h,a,HA,f,5,6,9,B_BT_BT7
B,BT7,BT,h,a,HA,f,6,3,9,B_BT_BT7
B,BT7,BT,h,a,HA,f,7,2,9,B_BT_BT7
B,BT7,BT,h,a,HA,f,8,3,9,B_BT_BT7
B,BT7,BT,h,a,HA,f,9,0,9,B_BT_BT7
B,BV26,BV,h,a,HA,f,1,16,9,B_BV_BV26
B,BV26,BV,h,a,HA,f,2,9,9,B_BV_BV26
B,BV26,BV,h,a,HA,f,3,3,9,B_BV_BV26
B,BV26,BV,h,a,HA,f,4,6,9,B_BV_BV26
B,BV26,BV,h,a,HA,f,5,1,9,B_BV_BV26
B,BV26,BV,h,a,HA,f,6,0,9,B_BV_BV26
B,BV26,BV,h,a,HA,f,7,1,9,B_BV_BV26
B,BV26,BV,h,a,HA,f,8,0,9,B_BV_BV26
B,BV26,BV,h,a,HA,f,9,0,9,B_BV_BV26
B,BX24,BX,a,h,AH,f,1,21,9,B_BX_BX24
B,BX24,BX,a,h,AH,f,2,11,9,B_BX_BX24
B,BX24,BX,a,h,AH,f,3,9,9,B_BX_BX24
B,BX24,BX,a,h,AH,f,4,12,9,B_BX_BX24
B,BX24,BX,a,h,AH,f,5,7,9,B_BX_BX24
B,BX24,BX,a,h,AH,f,6,3,9,B_BX_BX24
B,BX24,BX,a,h,AH,f,7,6,9,B_BX_BX24
B,BX24,BX,a,h,AH,f,8,1,9,B_BX_BX24
B,BX24,BX,a,h,AH,f,9,0,9,B_BX_BX24
B,BY26,BY,h,a,HA,f,1,18,9,B_BY_BY26
B,BY26,BY,h,a,HA,f,2,10,9,B_BY_BY26
B,BY26,BY,h,a,HA,f,3,9,9,B_BY_BY26
B,BY26,BY,h,a,HA,f,4,7,9,B_BY_BY26
B,BY26,BY,h,a,HA,f,5,2,9,B_BY_BY26
B,BY26,BY,h,a,HA,f,6,4,9,B_BY_BY26
B,BY26,BY,h,a,HA,f,7,0,9,B_BY_BY26
B,BY26,BY,h,a,HA,f,8,0,9,B_BY_BY26
B,BY26,BY,h,a,HA,f,9,0,9,B_BY_BY26
B,B?11,Bom,h,a,HA,f,1,36,9,B_Bom_B?11
B,B?11,Bom,h,a,HA,f,2,12,9,B_Bom_B?11
B,B?11,Bom,h,a,HA,f,3,9,9,B_Bom_B?11
B,B?11,Bom,h,a,HA,f,4,5,9,B_Bom_B?11
B,B?11,Bom,h,a,HA,f,5,3,9,B_Bom_B?11
B,B?11,Bom,h,a,HA,f,6,4,9,B_Bom_B?11
B,B?11,Bom,h,a,HA,f,7,1,9,B_Bom_B?11
B,B?11,Bom,h,a,HA,f,8,1,9,B_Bom_B?11
B,B?11,Bom,h,a,HA,f,9,0,9,B_Bom_B?11
B,B?18,Bom,a,a,AA,f,1,28,9,B_Bom_B?18
B,B?18,Bom,a,a,AA,f,2,6,9,B_Bom_B?18
B,B?18,Bom,a,a,AA,f,3,6,9,B_Bom_B?18
B,B?18,Bom,a,a,AA,f,4,7,9,B_Bom_B?18
B,B?18,Bom,a,a,AA,f,5,6,9,B_Bom_B?18
B,B?18,Bom,a,a,AA,f,6,2,9,B_Bom_B?18
B,B?18,Bom,a,a,AA,f,7,2,9,B_Bom_B?18
B,B?18,Bom,a,a,AA,f,8,1,9,B_Bom_B?18
B,B?18,Bom,a,a,AA,f,9,1,9,B_Bom_B?18
B,B?20,Bom,h,a,HA,f,1,22,9,B_Bom_B?20
B,B?20,Bom,h,a,HA,f,2,11,9,B_Bom_B?20
B,B?20,Bom,h,a,HA,f,3,10,9,B_Bom_B?20
B,B?20,Bom,h,a,HA,f,4,9,9,B_Bom_B?20
B,B?20,Bom,h,a,HA,f,5,5,9,B_Bom_B?20
B,B?20,Bom,h,a,HA,f,6,4,9,B_Bom_B?20
B,B?20,Bom,h,a,HA,f,7,2,9,B_Bom_B?20
B,B?20,Bom,h,a,HA,f,8,0,9,B_Bom_B?20
B,B?25,Bom,a,h,AH,f,1,28,9,B_Bom_B?25
B,B?25,Bom,a,h,AH,f,2,13,9,B_Bom_B?25
B,B?25,Bom,a,h,AH,f,3,5,9,B_Bom_B?25
B,B?25,Bom,a,h,AH,f,4,2,9,B_Bom_B?25
B,B?25,Bom,a,h,AH,f,5,0,9,B_Bom_B?25
B,B?25,Bom,a,h,AH,f,6,16,9,B_Bom_B?25
B,B?25,Bom,a,h,AH,f,7,3,9,B_Bom_B?25
B,B?25,Bom,a,h,AH,f,8,0,9,B_Bom_B?25
B,B?25,Bom,a,h,AH,f,9,0,9,B_Bom_B?25
C,CN24,CN,a,a,AA,f,1,21,9,C_CN_CN24
C,CN24,CN,a,a,AA,f,2,14,9,C_CN_CN24
C,CN24,CN,a,a,AA,f,3,13,9,C_CN_CN24
C,CN24,CN,a,a,AA,f,4,11,9,C_CN_CN24
C,CN24,CN,a,a,AA,f,5,11,9,C_CN_CN24
C,CN24,CN,a,a,AA,f,6,6,9,C_CN_CN24
C,CN24,CN,a,a,AA,f,7,8,9,C_CN_CN24
C,CN24,CN,a,a,AA,f,8,3,9,C_CN_CN24
C,CN24,CN,a,a,AA,f,9,1,9,C_CN_CN24
C,CP12,CP,a,h,AH,f,1,17,9,C_CP_CP12
C,CP12,CP,a,h,AH,f,2,20,9,C_CP_CP12
C,CP12,CP,a,h,AH,f,3,6,9,C_CP_CP12
C,CP12,CP,a,h,AH,f,4,0,9,C_CP_CP12
C,CP12,CP,a,h,AH,f,5,0,9,C_CP_CP12
C,CP12,CP,a,h,AH,f,6,0,9,C_CP_CP12
C,CP12,CP,a,h,AH,f,7,0,9,C_CP_CP12
C,CP12,CP,a,h,AH,f,8,0,9,C_CP_CP12
C,CP12,CP,a,h,AH,f,9,0,9,C_CP_CP12
C,CU2,CU,h,h,HH,f,1,0,9,C_CU_CU2
C,CU2,CU,h,h,HH,f,2,0,9,C_CU_CU2
C,CU2,CU,h,h,HH,f,3,0,9,C_CU_CU2
C,CU2,CU,h,h,HH,f,4,0,9,C_CU_CU2
C,CU2,CU,h,h,HH,f,5,0,9,C_CU_CU2
C,CU2,CU,h,h,HH,f,6,0,9,C_CU_CU2
C,CU2,CU,h,h,HH,f,7,0,9,C_CU_CU2
C,CU2,CU,h,h,HH,f,8,0,9,C_CU_CU2
C,CU2,CU,h,h,HH,f,9,0,9,C_CU_CU2
C,CU5,CU,h,a,HA,f,1,3,9,C_CU_CU5
C,CU5,CU,h,a,HA,f,2,0,9,C_CU_CU5
C,CU5,CU,h,a,HA,f,3,12,9,C_CU_CU5
C,CU5,CU,h,a,HA,f,4,8,9,C_CU_CU5
C,CU5,CU,h,a,HA,f,5,14,9,C_CU_CU5
C,CU5,CU,h,a,HA,f,6,10,9,C_CU_CU5
C,CU5,CU,h,a,HA,f,7,2,9,C_CU_CU5
C,CU5,CU,h,a,HA,f,8,0,9,C_CU_CU5
C,CU5,CU,h,a,HA,f,9,0,9,C_CU_CU5
C,CU8,CU,h,h,HH,f,1,0,9,C_CU_CU8
C,CU8,CU,h,h,HH,f,2,0,9,C_CU_CU8
C,CU8,CU,h,h,HH,f,3,0,9,C_CU_CU8
C,CU8,CU,h,h,HH,f,4,0,9,C_CU_CU8
C,CU8,CU,h,h,HH,f,5,0,9,C_CU_CU8
C,CU8,CU,h,h,HH,f,6,0,9,C_CU_CU8
C,CU8,CU,h,h,HH,f,7,3,9,C_CU_CU8
C,CU8,CU,h,h,HH,f,8,0,9,C_CU_CU8
C,CU8,CU,h,h,HH,f,9,0,9,C_CU_CU8
C,CY9,CY,a,a,AA,f,1,22,9,C_CY_CY9
C,CY9,CY,a,a,AA,f,2,14,9,C_CY_CY9
C,CY9,CY,a,a,AA,f,3,11,9,C_CY_CY9
C,CY9,CY,a,a,AA,f,4,12,9,C_CY_CY9
C,CY9,CY,a,a,AA,f,5,12,9,C_CY_CY9
C,CY9,CY,a,a,AA,f,6,11,9,C_CY_CY9
C,CY9,CY,a,a,AA,f,7,7,9,C_CY_CY9
C,CY9,CY,a,a,AA,f,8,5,9,C_CY_CY9
C,CY9,CY,a,a,AA,f,9,0,9,C_CY_CY9
A,AA9,AA,a,a,AA,f,1,22,10,A_AA_AA9
A,AA9,AA,a,a,AA,f,2,13,10,A_AA_AA9
A,AA9,AA,a,a,AA,f,3,13,10,A_AA_AA9
A,AA9,AA,a,a,AA,f,4,11,10,A_AA_AA9
A,AA9,AA,a,a,AA,f,5,9,10,A_AA_AA9
A,AA9,AA,a,a,AA,f,6,5,10,A_AA_AA9
A,AA9,AA,a,a,AA,f,7,3,10,A_AA_AA9
A,AA9,AA,a,a,AA,f,8,3,10,A_AA_AA9
A,AA9,AA,a,a,AA,f,9,2,10,A_AA_AA9
A,AA9,AA,a,a,AA,f,10,0,10,A_AA_AA9
A,AB12,AB,a,a,AA,f,1,16,10,A_AB_AB12
A,AB12,AB,a,a,AA,f,2,15,10,A_AB_AB12
A,AB12,AB,a,a,AA,f,3,12,10,A_AB_AB12
A,AB12,AB,a,a,AA,f,4,12,10,A_AB_AB12
A,AB12,AB,a,a,AA,f,5,11,10,A_AB_AB12
A,AB12,AB,a,a,AA,f,6,7,10,A_AB_AB12
A,AB12,AB,a,a,AA,f,7,4,10,A_AB_AB12
A,AB12,AB,a,a,AA,f,8,1,10,A_AB_AB12
A,AB12,AB,a,a,AA,f,9,0,10,A_AB_AB12
A,AB12,AB,a,a,AA,f,10,0,10,A_AB_AB12
A,AF14,AF,a,a,AA,f,1,6,10,A_AF_AF14
A,AF14,AF,a,a,AA,f,2,0,10,A_AF_AF14
A,AF14,AF,a,a,AA,f,3,0,10,A_AF_AF14
A,AF14,AF,a,a,AA,f,4,0,10,A_AF_AF14
A,AF14,AF,a,a,AA,f,5,0,10,A_AF_AF14
A,AF14,AF,a,a,AA,f,6,18,10,A_AF_AF14
A,AF14,AF,a,a,AA,f,7,4,10,A_AF_AF14
A,AF14,AF,a,a,AA,f,8,15,10,A_AF_AF14
A,AF14,AF,a,a,AA,f,9,0,10,A_AF_AF14
A,AF14,AF,a,a,AA,f,10,0,10,A_AF_AF14
A,AI5,AI,h,h,HH,f,1,0,10,A_AI_AI5
A,AI5,AI,h,h,HH,f,2,0,10,A_AI_AI5
A,AI5,AI,h,h,HH,f,3,0,10,A_AI_AI5
A,AI5,AI,h,h,HH,f,4,0,10,A_AI_AI5
A,AI5,AI,h,h,HH,f,5,0,10,A_AI_AI5
A,AI5,AI,h,h,HH,f,6,0,10,A_AI_AI5
A,AI5,AI,h,h,HH,f,7,0,10,A_AI_AI5
A,AI5,AI,h,h,HH,f,8,0,10,A_AI_AI5
A,AI5,AI,h,h,HH,f,9,0,10,A_AI_AI5
A,AI5,AI,h,h,HH,f,10,0,10,A_AI_AI5
A,AK15,AK,a,a,AA,f,1,21,10,A_AK_AK15
A,AK15,AK,a,a,AA,f,2,13,10,A_AK_AK15
A,AK15,AK,a,a,AA,f,3,10,10,A_AK_AK15
A,AK15,AK,a,a,AA,f,4,8,10,A_AK_AK15
A,AK15,AK,a,a,AA,f,5,6,10,A_AK_AK15
A,AK15,AK,a,a,AA,f,6,6,10,A_AK_AK15
A,AK15,AK,a,a,AA,f,7,3,10,A_AK_AK15
A,AK15,AK,a,a,AA,f,8,5,10,A_AK_AK15
A,AK15,AK,a,a,AA,f,9,2,10,A_AK_AK15
A,AK15,AK,a,a,AA,f,10,0,10,A_AK_AK15
A,AL12,AL,a,a,AA,f,1,12,10,A_AL_AL12
A,AL12,AL,a,a,AA,f,2,14,10,A_AL_AL12
A,AL12,AL,a,a,AA,f,3,15,10,A_AL_AL12
A,AL12,AL,a,a,AA,f,4,12,10,A_AL_AL12
A,AL12,AL,a,a,AA,f,5,8,10,A_AL_AL12
A,AL12,AL,a,a,AA,f,6,6,10,A_AL_AL12
A,AL12,AL,a,a,AA,f,7,5,10,A_AL_AL12
A,AL12,AL,a,a,AA,f,8,2,10,A_AL_AL12
A,AL12,AL,a,a,AA,f,9,0,10,A_AL_AL12
A,AL12,AL,a,a,AA,f,10,0,10,A_AL_AL12
A,AN15,AN,a,a,AA,f,1,18,10,A_AN_AN15
A,AN15,AN,a,a,AA,f,2,10,10,A_AN_AN15
A,AN15,AN,a,a,AA,f,3,9,10,A_AN_AN15
A,AN15,AN,a,a,AA,f,4,9,10,A_AN_AN15
A,AN15,AN,a,a,AA,f,5,8,10,A_AN_AN15
A,AN15,AN,a,a,AA,f,6,7,10,A_AN_AN15
A,AN15,AN,a,a,AA,f,7,4,10,A_AN_AN15
A,AN15,AN,a,a,AA,f,8,0,10,A_AN_AN15
A,AN15,AN,a,a,AA,f,9,2,10,A_AN_AN15
A,AN15,AN,a,a,AA,f,10,0,10,A_AN_AN15
A,AO12,AO,a,a,AA,f,1,26,10,A_AO_AO12
A,AO12,AO,a,a,AA,f,2,15,10,A_AO_AO12
A,AO12,AO,a,a,AA,f,3,9,10,A_AO_AO12
A,AO12,AO,a,a,AA,f,4,11,10,A_AO_AO12
A,AO12,AO,a,a,AA,f,5,10,10,A_AO_AO12
A,AO12,AO,a,a,AA,f,6,5,10,A_AO_AO12
A,AO12,AO,a,a,AA,f,7,6,10,A_AO_AO12
A,AO12,AO,a,a,AA,f,8,0,10,A_AO_AO12
A,AO12,AO,a,a,AA,f,9,0,10,A_AO_AO12
A,AO12,AO,a,a,AA,f,10,0,10,A_AO_AO12
A,AR8,AR,h,a,HA,f,1,23,10,A_AR_AR8
A,AR8,AR,h,a,HA,f,2,10,10,A_AR_AR8
A,AR8,AR,h,a,HA,f,3,9,10,A_AR_AR8
A,AR8,AR,h,a,HA,f,4,5,10,A_AR_AR8
A,AR8,AR,h,a,HA,f,5,0,10,A_AR_AR8
A,AR8,AR,h,a,HA,f,6,1,10,A_AR_AR8
A,AR8,AR,h,a,HA,f,7,0,10,A_AR_AR8
A,AR8,AR,h,a,HA,f,8,1,10,A_AR_AR8
A,AR8,AR,h,a,HA,f,9,0,10,A_AR_AR8
A,AR8,AR,h,a,HA,f,10,0,10,A_AR_AR8
A,AT2,AT,a,a,AA,f,1,13,10,A_AT_AT2
A,AT2,AT,a,a,AA,f,2,11,10,A_AT_AT2
A,AT2,AT,a,a,AA,f,3,13,10,A_AT_AT2
A,AT2,AT,a,a,AA,f,4,11,10,A_AT_AT2
A,AT2,AT,a,a,AA,f,5,7,10,A_AT_AT2
A,AT2,AT,a,a,AA,f,6,10,10,A_AT_AT2
A,AT2,AT,a,a,AA,f,7,6,10,A_AT_AT2
A,AT2,AT,a,a,AA,f,8,4,10,A_AT_AT2
A,AT2,AT,a,a,AA,f,9,2,10,A_AT_AT2
A,AT2,AT,a,a,AA,f,10,0,10,A_AT_AT2
A,AW12,AW,h,a,HA,f,1,9,10,A_AW_AW12
A,AW12,AW,h,a,HA,f,2,0,10,A_AW_AW12
A,AW12,AW,h,a,HA,f,3,0,10,A_AW_AW12
A,AW12,AW,h,a,HA,f,4,0,10,A_AW_AW12
A,AW12,AW,h,a,HA,f,5,13,10,A_AW_AW12
A,AW12,AW,h,a,HA,f,6,0,10,A_AW_AW12
A,AW12,AW,h,a,HA,f,7,2,10,A_AW_AW12
A,AW12,AW,h,a,HA,f,8,0,10,A_AW_AW12
A,AW12,AW,h,a,HA,f,9,4,10,A_AW_AW12
A,AW12,AW,h,a,HA,f,10,0,10,A_AW_AW12
A,AW17,AW,a,a,AA,f,1,29,10,A_AW_AW17
A,AW17,AW,a,a,AA,f,2,10,10,A_AW_AW17
A,AW17,AW,a,a,AA,f,3,8,10,A_AW_AW17
A,AW17,AW,a,a,AA,f,4,12,10,A_AW_AW17
A,AW17,AW,a,a,AA,f,5,7,10,A_AW_AW17
A,AW17,AW,a,a,AA,f,6,5,10,A_AW_AW17
A,AW17,AW,a,a,AA,f,7,1,10,A_AW_AW17
A,AW17,AW,a,a,AA,f,8,1,10,A_AW_AW17
A,AW17,AW,a,a,AA,f,9,0,10,A_AW_AW17
A,AW17,AW,a,a,AA,f,10,0,10,A_AW_AW17
B,B?19,Btr,h,a,HA,f,1,24,10,B_Btr_B?19
B,B?19,Btr,h,a,HA,f,2,14,10,B_Btr_B?19
B,B?19,Btr,h,a,HA,f,3,9,10,B_Btr_B?19
B,B?19,Btr,h,a,HA,f,4,7,10,B_Btr_B?19
B,B?19,Btr,h,a,HA,f,5,7,10,B_Btr_B?19
B,B?19,Btr,h,a,HA,f,6,6,10,B_Btr_B?19
B,B?19,Btr,h,a,HA,f,7,3,10,B_Btr_B?19
B,B?19,Btr,h,a,HA,f,8,1,10,B_Btr_B?19
B,B?19,Btr,h,a,HA,f,9,0,10,B_Btr_B?19
B,B?19,Btr,h,a,HA,f,10,0,10,B_Btr_B?19
B,B?14,Bpi,h,a,HA,f,1,20,10,B_Bpi_B?14
B,B?14,Bpi,h,a,HA,f,2,6,10,B_Bpi_B?14
B,B?14,Bpi,h,a,HA,f,3,8,10,B_Bpi_B?14
B,B?14,Bpi,h,a,HA,f,4,5,10,B_Bpi_B?14
B,B?14,Bpi,h,a,HA,f,5,4,10,B_Bpi_B?14
B,B?14,Bpi,h,a,HA,f,6,1,10,B_Bpi_B?14
B,B?14,Bpi,h,a,HA,f,7,1,10,B_Bpi_B?14
B,B?14,Bpi,h,a,HA,f,8,0,10,B_Bpi_B?14
B,B?14,Bpi,h,a,HA,f,9,0,10,B_Bpi_B?14
B,B?14,Bpi,h,a,HA,f,10,0,10,B_Bpi_B?14
B,BC5,BC,h,a,HA,f,1,22,10,B_BC_BC5
B,BC5,BC,h,a,HA,f,2,14,10,B_BC_BC5
B,BC5,BC,h,a,HA,f,3,12,10,B_BC_BC5
B,BC5,BC,h,a,HA,f,4,9,10,B_BC_BC5
B,BC5,BC,h,a,HA,f,5,5,10,B_BC_BC5
B,BC5,BC,h,a,HA,f,6,5,10,B_BC_BC5
B,BC5,BC,h,a,HA,f,7,3,10,B_BC_BC5
B,BC5,BC,h,a,HA,f,8,0,10,B_BC_BC5
B,BC5,BC,h,a,HA,f,9,1,10,B_BC_BC5
B,BC5,BC,h,a,HA,f,10,0,10,B_BC_BC5
B,BE16,BE,h,a,HA,f,1,22,10,B_BE_BE16
B,BE16,BE,h,a,HA,f,2,14,10,B_BE_BE16
B,BE16,BE,h,a,HA,f,3,1,10,B_BE_BE16
B,BE16,BE,h,a,HA,f,4,0,10,B_BE_BE16
B,BE16,BE,h,a,HA,f,5,0,10,B_BE_BE16
B,BE16,BE,h,a,HA,f,6,15,10,B_BE_BE16
B,BE16,BE,h,a,HA,f,7,9,10,B_BE_BE16
B,BE16,BE,h,a,HA,f,8,2,10,B_BE_BE16
B,BE16,BE,h,a,HA,f,9,2,10,B_BE_BE16
B,BE16,BE,h,a,HA,f,10,0,10,B_BE_BE16
B,BF10,BF,h,a,HA,f,1,19,10,B_BF_BF10
B,BF10,BF,h,a,HA,f,2,10,10,B_BF_BF10
B,BF10,BF,h,a,HA,f,3,9,10,B_BF_BF10
B,BF10,BF,h,a,HA,f,4,7,10,B_BF_BF10
B,BF10,BF,h,a,HA,f,5,9,10,B_BF_BF10
B,BF10,BF,h,a,HA,f,6,4,10,B_BF_BF10
B,BF10,BF,h,a,HA,f,7,3,10,B_BF_BF10
B,BF10,BF,h,a,HA,f,8,2,10,B_BF_BF10
B,BF10,BF,h,a,HA,f,9,0,10,B_BF_BF10
B,BF23,BF,h,h,HH,f,1,17,10,B_BF_BF23
B,BF23,BF,h,h,HH,f,2,11,10,B_BF_BF23
B,BF23,BF,h,h,HH,f,3,10,10,B_BF_BF23
B,BF23,BF,h,h,HH,f,4,8,10,B_BF_BF23
B,BF23,BF,h,h,HH,f,5,6,10,B_BF_BF23
B,BF23,BF,h,h,HH,f,6,3,10,B_BF_BF23
B,BF23,BF,h,h,HH,f,7,3,10,B_BF_BF23
B,BF23,BF,h,h,HH,f,8,0,10,B_BF_BF23
B,BF4,BF,h,a,HA,f,1,26,10,B_BF_BF4
B,BF4,BF,h,a,HA,f,2,4,10,B_BF_BF4
B,BF4,BF,h,a,HA,f,3,0,10,B_BF_BF4
B,BF4,BF,h,a,HA,f,4,2,10,B_BF_BF4
B,BF4,BF,h,a,HA,f,5,22,10,B_BF_BF4
B,BF4,BF,h,a,HA,f,6,0,10,B_BF_BF4
B,BF4,BF,h,a,HA,f,7,0,10,B_BF_BF4
B,BF4,BF,h,a,HA,f,8,10,10,B_BF_BF4
B,BF4,BF,h,a,HA,f,9,1,10,B_BF_BF4
B,BG2,BG,h,a,HA,f,1,7,10,B_BG_BG2
B,BG2,BG,h,a,HA,f,2,9,10,B_BG_BG2
B,BG2,BG,h,a,HA,f,3,18,10,B_BG_BG2
B,BG2,BG,h,a,HA,f,4,8,10,B_BG_BG2
B,BG2,BG,h,a,HA,f,5,5,10,B_BG_BG2
B,BG2,BG,h,a,HA,f,6,3,10,B_BG_BG2
B,BG2,BG,h,a,HA,f,7,3,10,B_BG_BG2
B,BG2,BG,h,a,HA,f,8,0,10,B_BG_BG2
B,BG2,BG,h,a,HA,f,9,0,10,B_BG_BG2
B,BG2,BG,h,a,HA,f,10,0,10,B_BG_BG2
B,BG3,BG,a,h,AH,f,1,31,10,B_BG_BG3
B,BG3,BG,a,h,AH,f,2,9,10,B_BG_BG3
B,BG3,BG,a,h,AH,f,3,7,10,B_BG_BG3
B,BG3,BG,a,h,AH,f,4,2,10,B_BG_BG3
B,BG3,BG,a,h,AH,f,5,4,10,B_BG_BG3
B,BG3,BG,a,h,AH,f,6,8,10,B_BG_BG3
B,BG3,BG,a,h,AH,f,7,3,10,B_BG_BG3
B,BG3,BG,a,h,AH,f,8,0,10,B_BG_BG3
B,BG3,BG,a,h,AH,f,9,0,10,B_BG_BG3
B,BG3,BG,a,h,AH,f,10,0,10,B_BG_BG3
B,BH17,BH,h,a,HA,f,1,18,10,B_BH_BH17
B,BH17,BH,h,a,HA,f,2,8,10,B_BH_BH17
B,BH17,BH,h,a,HA,f,3,5,10,B_BH_BH17
B,BH17,BH,h,a,HA,f,4,6,10,B_BH_BH17
B,BH17,BH,h,a,HA,f,5,5,10,B_BH_BH17
B,BH17,BH,h,a,HA,f,6,3,10,B_BH_BH17
B,BH17,BH,h,a,HA,f,7,2,10,B_BH_BH17
B,BH17,BH,h,a,HA,f,8,1,10,B_BH_BH17
B,BH17,BH,h,a,HA,f,9,0,10,B_BH_BH17
B,BH17,BH,h,a,HA,f,10,0,10,B_BH_BH17
B,BJ3,BJ,a,a,AA,f,1,11,10,B_BJ_BJ3
B,BJ3,BJ,a,a,AA,f,2,12,10,B_BJ_BJ3
B,BJ3,BJ,a,a,AA,f,3,10,10,B_BJ_BJ3
B,BJ3,BJ,a,a,AA,f,4,8,10,B_BJ_BJ3
B,BJ3,BJ,a,a,AA,f,5,8,10,B_BJ_BJ3
B,BJ3,BJ,a,a,AA,f,6,6,10,B_BJ_BJ3
B,BJ3,BJ,a,a,AA,f,7,3,10,B_BJ_BJ3
B,BJ3,BJ,a,a,AA,f,8,2,10,B_BJ_BJ3
B,BJ3,BJ,a,a,AA,f,9,0,10,B_BJ_BJ3
B,BJ3,BJ,a,a,AA,f,10,0,10,B_BJ_BJ3
B,BK1,BK,h,a,HA,f,1,20,10,B_BK_BK1
B,BK1,BK,h,a,HA,f,2,11,10,B_BK_BK1
B,BK1,BK,h,a,HA,f,3,11,10,B_BK_BK1
B,BK1,BK,h,a,HA,f,4,11,10,B_BK_BK1
B,BK1,BK,h,a,HA,f,5,7,10,B_BK_BK1
B,BK1,BK,h,a,HA,f,6,2,10,B_BK_BK1
B,BK1,BK,h,a,HA,f,8,3,10,B_BK_BK1
B,BK1,BK,h,a,HA,f,9,1,10,B_BK_BK1
B,BK1,BK,h,a,HA,f,10,0,10,B_BK_BK1
